id,name,name_length,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
48102,"Milk Punch, Whiskey",19,3,3,1901,1916,0.2,0.2
48109,Hennessey *** Brandy,20,4,4,1901,1944,0.12,1.25
48125,Loin of Veal,12,15,15,1881,1958,0.3,0.3
48141,Grape Sherbet,13,7,9,1901,1973,0.25,0.25
48153,Pfirsiche,9,14,14,1901,1958,0,0
48159,"Pie, Pineapple",14,3,3,1892,1938,0.05,0.15
48174,"French Peas, whole can",22,4,4,1906,1917,0.25,0.35
48186,Zwiebach,8,4,4,1900,1918,0.1,0.1
48222,Fried Liver and Onions,22,60,64,1900,1917,0.15,0.25
48227,Cream of lima beans soup,24,3,3,1900,1940,0.2,0.2
48232,Sponge pudding,14,5,5,1900,1917,0.05,0.05
48245,Suckling pig,12,7,9,1900,1944,0.45,50
48256,Swiss Cream,11,34,47,1900,1916,0.2,0.3
48266,"Gekochter Heilbutt, Zerlassene Butter",37,3,3,1901,1969,0,0
48278,Pears in Syrup,14,22,26,1900,1973,0,0.35
48296,Broiled Lamb Chops with Peas,28,5,5,1900,1944,0.4,1.35
48302,Country Fried Potatoes,22,5,5,1900,1955,0,0
48303,"Boston Baked Beans, Brown Bread",31,7,7,1900,1949,0.2,0.85
48316,Lambs Tongue,12,5,5,1901,1955,,
48376,"Saddle of Lamb, Mint Sauce",26,11,11,1895,1939,2,2
48385,Cold Roast capon,16,9,9,1900,1963,0.5,0.75
48386,"Cold Roast lamb, mint sauce",27,12,12,1900,1971,0,0.7
48387,Cold Bologna sausage,20,26,26,1900,1955,,
48400,Curried shrimps with rice,25,9,9,1900,1945,0,1.4
48402,Wheat Germ,10,2,2,1900,1953,0,0
48403,Gurken-Salat,12,29,29,1899,1954,0,0
48407,"Schinken, gekocht",17,3,3,1901,1961,0,0
48429,Gekochte Kartoffeln,19,141,147,1899,1969,0,0
48440,"Eggs, Fried (two) ",18,2,2,1900,1944,0.2,0.35
48450,Broiled Salmon Maitre d'Hotel,29,7,8,1900,1963,0,0.4
48458,"Apollinaris, pint",17,5,5,1899,1916,0.2,0.4
48465,"White Rock, pint",16,6,6,1900,1937,0.12,0.6
48486,with fried onions,17,3,3,1901,1918,0.7,0.8
48490,with smothered onions,21,3,5,1901,1918,0.75,1.4
48592,Curried Eggs,12,5,5,1901,1975,0,1.5
48595,Mussels a la Mariniere,22,2,2,1900,1917,0.5,0.5
48678,Irish Potatoes,14,7,7,1858,1916,,
48701,ROAST CHESTNUTS,15,2,2,1900,1918,,
48718,Cream of Spinach,16,5,5,1906,1965,0.3,0.3
48725,Plain Omelettes,15,15,15,1900,1938,0.4,0.4
48742,"Potatoes, Sweet",15,4,4,1900,1917,0.3,0.3
48745,Java Coffee,11,10,10,1881,1917,,
48752,Small Cakes,11,21,22,1894,1965,0.15,0.3
48759,Fresh Apples,12,12,12,1900,1951,,
48767,Preserved Comquots,18,2,2,1900,1932,0,0
48795,Season Salad,12,10,10,1899,1987,0,0
48799,Pony,4,4,4,1887,1972,0.15,1.1
48803,Parmentier,10,8,10,1895,1965,0.3,0.5
48806,Sliced Tomatoes and Onions,26,8,8,1900,1981,0.1,2.95
48825,King William IV,15,13,14,1899,1949,0.2,2.5
48842,Triple Sec Curacao,18,2,2,1900,1958,0,0
48843,Frische Erdbeeren,17,6,7,1901,1974,0,0
48844,Creme de Cacoa,14,3,3,1900,1944,0.2,0.4
48845,Ravigote sauce,14,8,8,1901,1935,0,0
48850,Apricot Cordial,15,43,44,1900,1967,0.2,1.25
48870,Aprikosen Kompott,17,17,17,1900,1958,0,0
48876,a la cocotte,12,2,2,1900,1920,0.6,0.6
48882,Linz cake,9,4,4,1899,1963,0,0
48903,Victoria Sherry,15,6,6,1900,1968,0,0
48930,Broiled Sweetbreads with Asparagus tips,39,2,2,1900,1924,0,0
48951,Little Neck clam roast,22,3,3,1900,1917,0.25,0.5
48973,Chicken Saute Marengo,21,3,3,1900,1924,1.25,1.5
49017,Consomme with Celery,20,2,2,1901,1929,0,0
49041,Papaya,6,9,9,1900,1983,0.8,35
49079,Eggs with smoked beef,21,4,4,1900,1918,0.3,0.5
49085,Omelets with ham,16,12,12,1880,1917,0.6,0.6
49087,Lambs' kidneys,14,4,4,1900,1921,0,0
49098,Chicken giblet soup,19,6,6,1900,1929,0.1,0.1
49101,Sole Gratin,11,2,2,1901,1961,0,0
49108,Gervais kase,12,9,9,1900,1976,0,0
49112,Melone,6,8,8,1900,1987,0,2.65
49113,Pfirsich,8,7,7,1900,1972,0,1
49115,Reineclauden,12,7,7,1900,1969,0,0
49159,Graham cakes,12,3,3,1900,1945,0,0
49167,Entrecote a la bordelaise,25,5,5,1900,1952,0,1.25
49174,Herb cheese,11,8,8,1901,1969,0,0
49175,Parmesan Cheese,15,10,11,1893,1958,0.1,0.2
49189,Fried Eastern oysters,21,10,10,1900,1987,0.65,11.95
49191,Sahnen-Schnitzel,16,3,3,1900,1958,0,0
49211,Boiled Onions Cream Sauce,25,6,6,1884,1919,0.15,0.15
49245,Domestic Club Soda,18,10,10,1900,1918,0.15,0.2
49268,Lamb Stew Parisienne,20,5,5,1900,1933,0,0
49297,Curried Beef & Rice,19,3,3,1900,1964,0,0
49314,Sweet Potatoes southern style,29,4,4,1900,1921,0,0
49343,Chicken hash en bordure au gratin,33,3,3,1900,1917,0.7,0.7
49348,Gumbo Creole,12,103,106,1900,1954,0.25,0.9
49358,Green Turtle Soup aux Quenelles,31,4,4,1898,1921,0.35,0.6
49361,Thon,4,9,9,1897,1971,0,0.7
49362,Honey cake,10,19,19,1900,1989,0,0
49371,"New asparagus, Hollandaise",26,87,90,1889,2928,0.3,65
49373,"Broiled smelts, maitre d'hotel",30,5,5,1900,1918,0.4,0.75
49377,"Fried filet of sole, tartare",28,6,6,1900,1918,0.5,0.6
49380,Broiled chicken lobster,23,30,30,1900,1947,0.8,4.5
49381,Half roast chicken,18,12,13,1884,1947,0,1.75
49382,Sweet Potatoes - Broiled,24,2,2,1900,1919,0.2,0.35
49393,Filet of English sole au vin blanc,34,2,2,1900,1918,0.6,1
49394,Salad Chiffonade,16,18,18,1900,1946,0.4,0.75
49428,Turned Eggs,11,23,23,1900,1962,0,0
49503,Barton & Guestier Sauternes,27,9,9,1900,1917,0.6,2
49511,with fresh mushrooms,20,4,4,1900,1961,0.75,1.9
49512,Hock Wine,9,4,4,1900,1938,0.2,0.6
49517,American Burgundy,17,8,8,1900,1976,0.2,2.5
49518,Tokay Wine,10,6,6,1901,1940,0.2,3
49520,Croute au caviar,16,2,2,1900,1934,0,0
49542,Hot Cross Buns,14,5,5,1900,1955,,
49546,Cream Crackers,14,30,30,1880,1981,,
49567,Medoc Cordial,13,8,8,1901,1918,0.15,0.3
49568,"Ginger Ale, per bottle",22,9,9,1900,1945,0.05,0.2
49571,New Asparagus Hollandaise,25,7,7,1900,1937,0.5,0.7
49577,"Seltzer, per glass",18,8,8,1900,1916,0.05,0.1
49580,Petite Fours,12,18,18,1889,1998,0.25,0.3
49614,Black Currant Jelly,19,9,9,1901,1937,0,0
49648,Sloe Gin glass,14,3,3,1901,1918,0.15,0.25
49695,Broiled veal kidney,19,3,3,1900,1955,0.6,2.1
49732,Canard Sauvage,14,12,12,1895,1929,0,0
49761,Austern,7,16,16,1888,1958,,
49765,Grune Erbsen,12,7,8,1900,1971,0,0
49779,Green Peas a la Francaise,25,16,16,1900,1955,0,0
49788,Cold Roast Turkey,17,42,42,1887,1946,0.35,80
49820,"Chambertin, J. Calvet & Co.",27,4,4,1900,1917,1.5,4
49832,Lamb Cutlets and Peas,21,2,2,1900,1920,0,0
49854,Loin Chop,9,5,5,1900,1964,0,0
49859,Cold Rib of Beef,16,6,6,1900,1938,0,1
49876,Irish Whiskies,14,6,6,1900,1947,0,0
49965,Anheuser-Busch Budweiser,24,27,27,1893,1962,0.1,25
50057,"Blue Points, Broiled",20,4,4,1892,1917,0.3,0.5
50059,Cream Cheese Salad,18,4,4,1900,1962,0.6,0.6
50060,Green Onion Salad,17,4,4,1898,1945,0,0
50090,"Potatoes, soufflee",18,9,9,1900,1933,0.3,0.5
50096,"Tomatoes, fried",15,4,4,1900,1947,0.3,0.6
50098,"Salad, Italienne",16,4,4,1900,1921,0.5,0.6
50185,Eggs with onions,16,3,3,1901,1918,0.45,0.45
50190,Liver sausage sandwich,22,11,11,1901,1987,0.15,35
50244,Budweiser beer (Anheuser-Busch),31,2,2,1900,1917,0.25,0.25
50251,Sherry and bitters,18,8,8,1897,1947,0.15,0.5
50265,Cold: Corned beef,17,53,54,1897,1970,0.15,0.45
50311,Apricot layer cake,18,3,3,1900,1944,0.15,0.3
50405,Cracked Wheat cereal,20,4,4,1900,1921,0,0
50434,Lemon Merangue Pie,18,2,2,1899,1919,,
50471,Barton & Guestier Medoc,23,7,7,1900,1917,0.5,1.5
50475,"Pommery, Sec",12,67,68,1881,1928,1.75,350
50486,Barton & Guestier St. Julien,28,9,9,1900,1917,0.75,1.75
50490,Barton & Guestier Sauterne,26,8,8,1900,1957,0.5,5
50525,"Potatoes, Special Baked",23,5,5,1900,1921,0.2,0.3
50528,"Potatoes, Souffle",17,26,26,1900,1933,0,0.5
50543,"Lobster Salad, Mayonnaise",25,23,24,1898,1961,0.25,50
50669,Rye rolls,9,2,2,1901,1927,0.1,0.1
50679,Hot corned beef sandwich,24,7,7,1901,1987,0,3.75
50689,BORDEAUX WINES,14,3,3,1899,1987,0.25,0.25
50712,Mumm's Champagne,16,13,14,1901,1955,2.25,7.5
50720,Consomme a la Jardiniere,24,7,7,1884,1941,0.2,0.4
50769,Chincoteagues,13,2,2,1901,1948,0.25,0.65
50778,"Eggs, Benedictine",17,9,9,1901,1917,0.3,0.6
50856,Egg Nog,7,68,70,1900,1966,0,50
50860,"Soft Shell Crabs, Remoulade",27,5,5,1900,1921,0,0
50883,Filet of Striped Bass,21,3,3,1897,1935,0,0
50890,Punch au Kirsh,14,10,10,1896,1918,0.35,0.35
50896,Cigares,7,30,30,1864,1969,,
50901,Creamed Mashed Potatoes,23,5,5,1906,1965,0,0
50909,"Roasted Spring Lamb, Mint Sauce",31,4,4,1900,1933,1,1
50915,Roquefort and Crackers,22,3,3,1900,1952,0,0
50924,Buscuit Tortoni,15,4,4,1900,1933,0.25,0.4
50953,Prime Roast Beef au jus,23,3,3,1900,1948,0,0
50954,Champignons grilles sur toast,29,6,6,1900,1968,0,0
50977,Spinat a la creme,17,2,2,1900,1971,0,0
50995,Coffe,5,4,4,1900,1949,0.4,0.4
51004,Potatoes a l'Anglaise,21,23,23,1896,1959,,
51010,Mint Jelly,10,7,7,1900,1949,0.25,5.4
51015,Imported Caviar,15,59,59,1900,1972,0,8.5
51081,Mayonnaise de volaille,22,25,26,1888,1968,0,1.25
51082,Salade de crevettes,19,8,8,1880,1963,0,0
51084,Rillettes,9,10,10,1888,1962,0.14,0.25
51107,"Cream of Chicken, a la Reine",28,7,7,1893,1939,0.15,0.3
51115,English muffin,14,19,19,1900,1987,0.05,1.15
51125,"Consomme, hot or cold, cup",26,2,2,1900,1949,0,0
51127,Hungarian goulash with rice,27,2,2,1900,1917,0.3,0.55
51129,Eggs a la Benedictine,21,8,8,1900,1946,0.35,0.65
51146,With ham or bacon,17,3,4,1900,1920,0.3,0.75
51147,Scotch Oat Cakes,16,2,2,1900,1937,0,0
51152,"Potatoes hashed, browned",24,4,4,1900,1917,0.1,0.3
51199,Spaghetti with Tomatoes,23,4,4,1900,1917,0.25,0.25
51218,neue Kartoffeln,15,4,4,1901,1976,0,0
51243,Apricot jam,11,40,40,1899,1970,0.15,6.5
51258,Swiss Apple Tart,16,4,4,1900,1941,0,0
51261,Indian Toast,12,4,4,1896,1959,0,0
51267,"Fried fillet of sole, remoulade",31,4,4,1900,1957,0,0
51297,Mashed sweet potatoes,21,15,18,1901,1965,0.15,0.3
51301,"Salad, Asparagus",16,5,5,1900,1921,0.25,0.5
51320,Italian Vermouth,16,105,106,1893,1965,0,2.5
51322,German Kummel,13,2,2,1901,1972,0,0
51353,Tee,3,104,133,1900,2005,0,0
51432,Preserved California figs ,26,2,2,1900,1955,0.35,0.4
51464,Fig Pudding,11,17,17,1880,1973,0.15,0.35
51468,Spring Onions Salad,19,3,3,1900,1938,0.15,0.25
51507,Chocolate Ice,13,16,16,1898,1955,0,0.3
51509,Vanilla Ice,11,28,28,1890,1963,0,0.3
51510,Mixed Ice,9,8,11,1900,1964,0.3,0.35
51530,Ayala,5,6,6,1900,1966,0,4
51572,Strawberry Preserves ,21,29,29,1865,1958,0,0.35
51627,"Omelette, Oyster",16,2,2,1900,1937,0.35,0.5
51629,Shredded Wheat Biscuit with cream,33,11,11,1900,1943,0,0
51634,"Ice cream, Fresh Strawberry",27,29,29,1900,1933,0.15,0.5
51638,Cherry jam,10,22,22,1900,1969,0,0.35
51672,Salade Russe,12,33,33,1882,1974,0,1
51679,Epinards au jus,15,9,9,1899,1938,0,0.5
51680,Oignons a la creme,18,2,2,1900,1927,0.2,0.35
51683,Mousse aux framboises,21,2,2,1900,1976,0,0.3
51688,Cantaloup,9,32,32,1900,1955,0,0.6
51689,Compote de fruits,17,19,19,1896,1968,0,0
51703,Lady Lock,9,5,5,1900,1933,0.05,0.2
51767,Cucumbers and Tomatoes,22,9,9,1892,1948,0,0
51788,Creme de Celeri,15,13,13,1884,1957,0.3,0.5
51870,Annisette,9,9,9,1852,1946,0.35,2
51892,Soft clams steamed in shell,27,12,12,1901,1917,0.35,0.5
51896,Porter,6,73,73,1855,1959,0,0.5
51926,Hashed potatoes au gratin,25,5,5,1900,1933,0,0
51931,Boston lettuce salad,20,9,9,1901,1965,0,0.15
51940,Poached eggs on toast (2),25,27,28,1895,1948,0,0.7
51946,assorted vegetables,19,20,20,1883,1973,0,0.35
51969,Veal cutlet plain,17,12,12,1900,1924,0.15,0.6
51982,Cold Head Cheese,16,14,14,1900,1937,0,0.25
51983,Cold Rolled Ox Tongue,21,26,26,1900,1962,,
51985,Lettuce and Sliced Tomatoes,27,3,3,1900,1953,0.75,0.75
51999,Brat Kartoffeln,15,37,37,1901,1937,0,0
52021,Pastries,8,16,17,1900,1976,0,0.5
52040,Frische Wurst,13,10,10,1901,1969,0,0
52049,Fresh sausage,13,10,10,1901,1969,0,0
52063,Corned Beef with Poached Egg,28,2,2,1900,1917,0.4,0.7
52075,Kartoffel salate,16,7,7,1901,1969,,
52077,Bohnen salate,13,5,5,1901,1969,0,0
52078,"Fried Scallops, Tartare Sauce",29,6,6,1913,1953,0.4,3
52106,"Cafe Francais, demi-tasse",25,13,16,1900,1917,0.15,0.15
52110,Tournedos,9,15,17,1900,1972,0,0.75
52131,Fresh brawn,11,22,22,1901,1962,0,0
52164,Haricots panaches,17,14,14,1886,1967,0.35,0.35
52166,Sorbet Prunelle,15,21,21,1894,1917,0.4,0.4
52167,Savarin Montmorency,19,14,14,1897,1947,0,0.5
52192,Ente,4,3,3,1899,1938,0,0
52195,Erdbeer Rahmeis,15,10,10,1901,1969,0,0
52210,Puchero,7,15,15,1901,1958,0,0
52216,Napoleon-Schnitte,17,7,7,1901,1969,0,0
52280,Stuffed white cabbage,21,4,4,1901,1958,0,0
52301,Potage fermiere,15,14,13,1899,1963,0,0
52315,Bohnen salat,12,13,13,1899,1958,0,0
52325,Beetroots salad,15,16,16,1900,1963,0,0
52339,Sellerie salat,14,16,16,1899,1971,0,0
52361,Gurken Salate,13,4,4,1901,1969,0,0
52379,Filet mignon with mushrooms,27,25,26,1900,1969,0,6.75
52393,Scrambled eggs with shrimps,27,6,6,1901,1954,0,0
52401,Nuits Burgundy,14,24,24,1881,1918,0,3.5
52407,Carrots a la creme,18,4,4,1900,1937,0.3,0.3
52423,"Lobster plain, half",19,8,9,1900,1918,0.3,40
52446,AMERICAN CHAMPAGNES,19,2,2,1901,1965,3.5,6
52477,Stuffed pepper,14,5,5,1901,1955,0.15,0.75
52484,Schinken gekocht,16,10,10,1900,1983,0,0
52523,"CONSOMME,",9,2,2,1900,1938,0.2,0.2
52529,"Roasted Capon, Chestnut Dressing",32,3,3,1907,1937,,
52533,Cream Soup,10,5,5,1900,1940,0.75,0.75
52551,Huitres de Cape Cod,19,44,45,1905,1938,0,0.4
52553,Cherry Stone clams,18,64,100,1891,1959,0.2,0.75
52570,Pamplemousse au marasquin,25,24,25,1901,1916,,
52602,Sun Ray,7,6,7,1907,1920,0.2,0.35
52605,CAPE COD OYSTERS ON THE HALF SHELL,34,8,8,1907,1966,0.3,0.95
52609,Cream of Terrapin,17,6,6,1891,1917,0.3,0.45
52630,"Filet mignon, Portugaise",24,2,2,1900,1917,0.7,0.7
52634,Roast Stuffed Chicken,21,5,5,1900,1967,0.5,1.75
52657,Pate de Veau et Jambon,22,7,7,1907,1937,0,0.75
52676,Piece Montee,12,11,11,1886,1973,,
52702,Fresh pumpkin pie,17,30,33,1901,1958,0.2,25
52713,Clear Turtle,12,11,11,1866,1946,,
52717,Oysters: Bluepoints,19,28,30,1907,1946,0.3,0.3
52719,Oysters: Cape Cods,18,11,13,1907,1917,0.3,0.45
52723,Oysters: Cotuits,16,13,15,1907,1917,0.3,0.4
52725,Oysters: Lynnhavens,19,6,8,1901,1917,0.3,0.5
52728,Clams: Little Necks,19,26,29,1907,1917,0.3,30
52730,Clams: Cherry Stones,20,20,23,1907,1917,0.35,35
52747,Geneva Tart,11,2,2,1900,1921,0,0
52749,Croute-au-pot Soup,18,12,12,1907,1933,0.25,0.4
52750,Canape of Sardines,18,81,81,1905,1957,0.3,0.5
52751,"Codfish Steak, Maitre d'Hotel",29,9,9,1907,1917,0.35,0.65
52752,"Smelts, Florentine",18,9,9,1907,1916,0.4,0.85
52755,"Salmon, Parsley sauce",21,6,6,1907,1917,0.5,0.95
52764,Mixed Grill,11,321,358,1905,1980,0,85
52766,"Crab, Ravigotte",15,11,12,1912,1916,0.64,0.65
52774,Grape-Nuts,10,22,30,1905,1954,0,0.3
52776,Two Eggs: Boiled,16,6,6,1907,1945,0.2,0.85
52777,Two Eggs: Fried,15,6,6,1907,1945,0.2,0.85
52778,Two Eggs: Scrambled,19,6,6,1907,1945,0.2,0.85
52784,"Potatoes, Fremeuse",18,3,3,1907,1917,0.2,0.3
52792,Bronx Cocktail,14,120,125,1907,1968,0,1
52794,Endives Salad,13,7,7,1907,1917,0.5,4
52813,Erdbeer Eis,11,6,6,1900,1971,0,0
52823,Roast Long Island Duckling,26,21,23,1907,1962,1,5.5
52843,Scotch Haggis,13,4,4,1898,1973,0,0
52848,Hearts of lettuce salad,23,215,218,1906,1987,0,30
52850,Clear Oxtail a l'Anglaise,25,2,2,1907,1919,,
52869,Vanilla [ice cream],19,7,7,1900,1973,0.1,0.25
52872,Chocolate [ice cream],21,6,6,1900,1973,0,0
52878,Puree Spinach,13,4,4,1898,1964,0,0
52886,Almond Custard Pie,18,8,10,1899,1949,0,0.25
52890,"Sweetbreads, au jus",19,3,3,1900,1917,0.65,0.9
52896,"Potatoes, Croquette",19,5,5,1900,1921,0.2,0.3
52898,Endives and Beets,17,2,2,1907,1979,0,0
52905,"Sweetbreads, Montebello",23,5,5,1897,1917,0.75,1.5
52913,"Oysters, Cotuits",16,11,12,1907,1917,0.3,0.4
52933,Salade Nicoise,14,39,42,1905,2012,0,0.7
52945,"Asparagus Tips, Vinaigrette",27,28,31,1898,1973,0.3,0.6
52947,Orange Ambrosia,15,3,3,1905,1940,0,0
52949,Salted Crackers,15,5,5,1905,1928,0,0
52953,Gefullte Tomaten,16,7,7,1901,1958,0,0
52981,Cafe Ice Cream,14,5,5,1891,1989,0.25,0.25
52990,Julien Potatoes,15,9,9,1900,1949,0.05,0.2
53002,FRUIT SHERBERT,14,4,4,1901,1962,0,0
53014,"Fried Spring Chicken, Pan Gravy",31,2,2,1905,1946,1.6,1.6
53018,Kalbskotelette,14,5,5,1901,1954,0,0
53028,Huitres Natives,15,7,7,1905,1972,,
53035,Mashed White Potatoes,21,5,5,1896,1955,0.25,0.25
53075,Mandelhornchen,14,2,2,1901,1956,0,0
53076,Calf's brain au beurre noir,27,7,7,1900,1933,0.3,50
53077,Striped Bass Sauce Hollandaise,30,2,2,1901,1934,0,0
53083,Omelettes Plain,15,3,3,1901,1925,0,0
53094,Civet de Lievre a la Francaise,30,2,2,1905,1938,0,0
53102,Almond crescents,16,2,2,1901,1950,0,0
53202,Salade Fantaisie,16,2,2,1901,1925,0,0
53206,RIS DE VEAU AUX CHAMPIGNONS,27,5,5,1889,1968,0,0
53217,Cream of Asparagus Soup,23,63,66,1881,1987,0,1.25
53231,Chocolate Mints,15,4,4,1905,1917,,
53239,Grilled Spring Chicken,22,4,4,1901,1939,0,0
53330,Grilled Lamb chops,18,14,15,1901,1991,0,17
53347,Consomme Renaissance,20,9,9,1899,1962,0.35,0.6
53357,Baked Mashed Potatoes,21,8,8,1894,1918,0.1,0.1
53378,Cream Slices,12,2,2,1901,1919,0.15,0.15
53383,Selle d'Agneau a la Broche,26,5,6,1905,1955,,
53409,Parkerhouse Rolls,17,3,3,1905,1948,0,0
53411,Country Pork Sausage,20,2,2,1905,1948,0.85,0.85
53414,Broiled Tenderloin Steak,24,24,24,1894,1955,0.6,4.25
53420,"Cold Boiled Lobster, Mayonnaise",31,2,2,1905,1947,0,0
53441,Bombe Tutti Frutti,18,2,2,1905,1944,0,0
53451,Ris de Veau Toulouse,20,4,4,1901,1965,0,0
53459,Spargel,7,9,9,1900,1978,0,0
53464,Legierte Blumenkohlsuppe,24,2,2,1901,1958,0,0
53500,Paprikaschnitzel,16,7,7,1901,1958,0,0
53518,Salade Chicoree,15,13,15,1900,1962,0.45,0.5
53535,Aal,3,3,3,1901,1974,,
53536,Eel,3,5,5,1901,1973,0,0
53552,Spargel Salat,13,10,10,1901,1958,0,0
53571,Emince of chicken a la King,27,20,20,1905,1959,1.25,7.95
53576,Oyster Patties (1),18,3,3,1901,1918,0.25,0.3
53577,Fresh artichoke,15,22,22,1896,1969,0.35,1.95
53587,Consomme Clermont,17,2,2,1901,1929,0.2,0.2
53593,Consomme Xavier,15,14,17,1901,1962,0,0.6
53602,Schweinskotelette,17,6,6,1901,1955,0,0
53608,Sellerie,8,17,17,1888,1959,0,0
53614,Plumpudding,11,2,2,1905,1964,0,0
53616,Sweetbreads in cream,20,4,4,1900,1924,0,0
53627,Broiled Squab chicken,21,12,12,1905,1947,0,3
53628,Broiled Jumbo squab,19,5,5,1905,1941,0.8,1.5
53629,Frogs Legs saute,16,2,2,1905,1961,1,4
53631,Scallops Newburg,16,5,5,1895,1963,0.4,3.25
53632,Scallops Poulette,17,4,4,1905,1933,0.6,1.1
53634,Cold Squab,10,27,30,1897,1917,0.65,1.25
53652,Desert,6,4,4,1885,1940,0,0
53689,Sauce Bearnaise,15,18,19,1900,1985,0,1.75
53703,Stewed Cherries,15,17,17,1900,1972,0,0.35
53718,Noodles Neapolitaine,20,3,3,1900,1932,0,0
53766,Broiled Sausages,16,10,10,1898,1947,0.3,0.85
53771,Moet & Chandon Champagne,24,9,9,1889,1916,0,5
53810,"Clams, Cape Cods",16,3,3,1900,1933,0.2,0.5
53856,Ice cream - vanilla,19,3,3,1900,1957,0.2,0.25
53894,Consomme (cold),15,5,5,1905,1964,0,0.3
53902,"Gumbo, Creole",13,94,95,1905,1954,0.25,0.75
53908,"Puree of Peas, St. Germain",26,2,2,1905,1950,0.25,0.5
53912,Sirloin Steak for two,21,13,13,1900,1950,0.75,9.5
53955,Boiled Beef,11,7,8,1865,1958,0,1
53988,Potatoes O'Brien,16,140,141,1896,1958,0,40
53990,Glazed Sweet Potatoes,21,10,10,1901,1946,0.25,0.3
53992,"Welsh Rarebit, Chafing Dish",27,2,2,1905,1916,0.5,0.9
54007,Chow Mein,9,6,9,1907,1938,0.3,1.1
54031,Deviled Lamb Kidneys,20,6,6,1901,1918,0.3,0.65
54042,Petit Marmite,13,6,6,1900,1949,0.5,0.6
54043,"Lobster plain, whole",20,5,5,1900,1917,0.35,50
54045,"Cheese, Imperial",16,4,4,1905,1917,0.15,0.25
54068,Kentucky Toddy,14,4,4,1905,1958,0.15,0.65
54069,Whiskey Toddy,13,9,9,1905,1941,0.15,0.4
54072,Brandy Toddy,12,3,3,1905,1941,0.25,0.6
54073,Rum Toddy,9,3,3,1905,1955,0.15,0.65
54078,Brandy Flip,11,46,46,1900,1962,0.25,1.4
54079,Gin Flip,8,3,3,1905,1961,0.2,0.95
54080,Whiskey Flip,12,17,17,1905,1961,0.2,0.95
54086,Rice Croquette,14,6,6,1884,1958,0.2,0.75
54090,Coffee cocktail,15,50,51,1900,1963,0.2,1.35
54095,Saratoga cocktail,17,2,2,1905,1941,0,0
54099,Plain Fizz,10,2,2,1905,1938,0.15,0.25
54100,Gold Fizz,9,4,4,1900,1941,0.2,0.55
54101,Royal Fizz,10,99,100,1900,1963,0.2,1.45
54102,New Orleans Fizz,16,92,93,1905,1963,0.2,1.45
54105,Morning Glory Fizz,18,3,3,1905,1939,0.2,0.4
54106,Brandy Fizz,11,16,16,1905,1961,0.25,1.25
54108,Brandy Crusta,13,3,3,1905,1938,0.4,0.4
54110,Gin Crusta,10,2,2,1905,1938,0.25,0.25
54135,Cafe Royal,10,5,5,1905,1959,0.25,0.55
54137,Roast-Beef,10,18,18,1899,1969,1.6,1.6
54138,Mamie Taylor,12,23,23,1905,1961,0.2,0.9
54139,Maiden's Blush,14,2,2,1905,1947,0,0
54140,Dream,5,2,2,1905,1937,0.25,0.25
54141,Gin Puff,8,2,2,1905,1939,0.2,0.3
54150,White Cap,9,3,3,1905,1958,0.25,0.85
54169,White Rock Lemonade,19,42,43,1905,1942,0.2,0.3
54177,Hot Lemonade,12,44,44,1905,1933,0,0.65
54179,Fruit Lemonade,14,26,31,1905,1957,0,0.75
54205,"Pommery, Brut",13,19,19,1896,1959,2,11.75
54209,"Duc de Montebello, Brut",23,9,9,1900,1918,2,6.5
54218,Floriac,7,31,32,1881,1928,0.4,2.25
54238,Red Heart Rum,13,13,13,1900,1955,0.15,1.5
54246,Gordon Gin,10,44,46,1905,1973,0,1.5
54254,Potatoes Bordelaise,19,5,5,1895,1933,0,0
54256,Star Cocktail,13,9,9,1905,1916,0.15,0.15
54258,Rob Roy Cocktail,16,18,18,1905,1968,0.15,1.25
54267,Chateau Latour,14,17,18,1856,1981,1.25,14
54270,Gin Daisy,9,41,41,1905,1980,0.2,1.75
54274,Sloe Gin Fizz,13,142,149,1905,1987,0,1.5
54276,Sloe Gin Rickey,15,61,62,1905,1970,0.2,0.9
54288,IMPORTED WINES,14,9,9,1900,1961,0.35,0.6
54305,Bonne Femme,11,4,4,1900,1972,0,1.75
54314,Cauliflowers au Gratin,22,3,3,1900,1959,,
54317,Souffle au Fromage,18,3,3,1900,1967,,
54329,Dewar's White Label,19,73,75,1905,1987,0,75
54333,Oysters Brochette,17,5,5,1900,1961,0.4,1.25
54334,"Consomme, hot, cup",18,15,15,1905,1939,0.15,0.3
54341,Bacon and Egg,13,13,13,1900,1957,0,1.5
54347,Sparkling Pommard,17,16,16,1905,1918,1.5,5
54352,Black and White,15,73,74,1905,1970,0,3.5
54399,Mustard Pickles,15,16,16,1900,1961,0,15
54402,Green River Bourbon,19,10,10,1905,1941,0.15,1.25
54422,Dubonnet,8,255,281,1905,1999,0,15
54427,Fernet Branca,13,116,118,1892,1989,0,40
54431,Home-made Vegetable Soup,24,24,24,1901,1948,0.25,0.35
54440,"Lemon Soda, Domestic",20,14,14,1905,1919,0.15,0.2
54441,"Sarsaparilla, Domestic",22,36,36,1905,1933,0.1,0.3
54443,Finnan Haddie in Cream,22,23,23,1901,1955,0,1
54447,"Oysters, Fricasseed",19,8,8,1892,1917,0.3,0.5
54457,Peas and carrots,16,5,5,1901,1977,0,0
