id,name,name_length,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
398478,Apricot water ice,17,13,13,1913,1933,0.25,0.3
398479,Pineapple water ice,19,15,15,1912,1917,0.15,0.3
398480,"French Coffee, cup",18,4,4,1914,1917,0.15,0.15
398490,Pineapple Marmalade,19,7,7,1915,1937,0,0.25
398491,Individual Home Made Marmalade,30,27,27,1914,1917,0.25,0.25
398494,Individual Grape Jelly,22,7,7,1915,1917,0.3,0.3
398495,Brandied Pineapple,18,11,11,1914,1917,0.3,0.3
398496,Peach jam,9,5,5,1913,1917,0.2,0.3
398498,Old-Fashioned Buckwheat Cakes,29,5,5,1915,1917,0.25,0.3
398500,Southern Waffles,16,11,11,1914,1917,0.25,0.3
398503,Amsterdam Toast,15,27,27,1914,1917,0.2,0.2
398506,Butter Crescents,16,26,26,1914,1917,0.15,0.15
398536,Cold Smoked Beef Tongue,23,7,7,1914,1919,0.35,0.75
398537,Cold Chicken and Ham Pie,24,29,34,1912,1917,0.75,1.25
398539,Cold Roast Spring Chicken,25,2,2,1913,1917,0.9,2
398553,McAlpin Cocktail,16,10,12,1915,1917,0.25,0.35
398585,French Endive Salad,19,4,4,1908,1917,0.6,0.6
398614,"Potatoes, Boiled (2)",20,2,2,1914,1917,0.15,0.25
398632,Salade de Tomates,17,5,5,1914,1918,0,0.5
398643,Boiled Rice with Cream,22,11,11,1914,1917,0.35,0.35
398650,"Oysters, Bluepoints",19,12,13,1912,1917,0.3,0.3
398657,"Chicken broth, Bellevue per cup",31,2,2,1914,1917,0.35,0.35
398668,Cold Boneless Squab,19,22,27,1912,1917,1.25,1.5
398670,Cold Chaudfroid Jeannette,25,3,3,1914,1917,0.75,0.85
398674,Glace ÌÊ l'eau citron,21,3,3,1913,1917,0.3,0.4
398679,"Roast Spring Turkey, Giblet Sauce",33,8,8,1912,1917,0.65,1.25
398710,Macaroon Mousse,15,2,2,1915,1917,0.4,0.4
398715,"Boiled Beef, Horseradish sauce",30,7,7,1912,1917,0.35,0.6
398716,"Lamb Feet, Poulette",19,3,3,1912,1917,0.35,0.6
398734,"Fried Oyster Crabs, Tartar Sauce",32,4,4,1914,1917,0.65,0.9
398737,Beef en daube,13,6,6,1913,1917,0.45,0.6
398782,Mock turtle [soup],18,2,2,1914,1917,0.2,0.35
398785,Tenderloin Steak With Onions,28,2,2,1913,1917,0.6,0.6
398818,Scrambled eggs with frizzled beef,33,6,9,1914,1917,0.25,0.6
398834,Cold Boiled ham,15,2,2,1912,1917,0.5,0.5
398848,Saute sweet potatoes,20,4,4,1914,1917,0.2,0.25
398906,Potatoes Grilled Sweets,23,2,3,1914,1917,0.25,0.3
398914,"Cocoa, per pot",14,16,17,1912,1950,0.15,0.25
398925,"Lamb chops breaded, tomato sauce",32,11,11,1913,1917,0.25,1.1
398946,Consomm_ Souveraine,19,3,3,1896,1955,,
398956,with Onions,11,10,47,1913,1917,0.25,45
398957,Three Eggs,10,5,5,1913,1917,0.2,20
398959,Plum Tartlet,12,7,7,1912,1917,0.15,0.15
398981,St. Julien Premier,18,4,4,1915,1917,0.65,1.25
398992,"Oberemmeler, 1904, Count von Kesselstatt, Estate Bottling",57,5,5,1915,1917,2.5,3
399012,three,5,3,6,1913,1917,0.3,35
399017,with Chicken,12,4,4,1914,1917,0.35,1.1
399022,Large Baked Apple in Bowl with Cream,36,6,6,1914,1917,0.15,0.15
399026,Small Order of Cereal with Order,32,29,30,1913,1917,0.05,0.5
399032,Chicken giblet with rice,24,2,2,1913,1917,0.1,0.2
399045,"Filet of sole, Marguery",23,4,4,1914,1918,0.6,0.75
399105,"Lamb Chop, Victor Hugo",22,11,11,1912,1917,0.55,0.65
399130,Mulligatawny Soup,17,12,13,1912,1917,0.15,25
399137,Pintade grille,14,2,2,1912,1917,1,3
399140,Chapon grille,13,2,2,1912,1917,2,6
399143,Bouchee Capucine,16,7,7,1912,1917,0.6,0.85
399153,Canneton roti,13,2,2,1907,1917,3.5,3.5
399187,coffee eclair,13,3,3,1914,1917,0.1,0.2
399190,"Country sausage, mashed potatoes",32,2,2,1913,1917,0.2,0.75
399191,Broiled striped bass,20,4,4,1913,1917,0.5,0.7
399196,String beans salad,18,8,8,1913,1917,0.3,0.6
399199,Roast Ribs of beef,18,4,4,1913,1917,0.5,0.9
399205,Beef or Lamb Stew with Vegetables,33,4,4,1914,1917,0.15,0.2
399206,Hashed browned Potatoes,23,5,5,1913,1917,0.1,0.3
399221,"Baked Beans, N.Y. or Boston Style",33,9,9,1915,1917,0.05,0.1
399223,"Cream with Fruit, Extra",23,14,14,1914,1917,0.05,0.05
399232,"Corned Beef Hash, Steamed or Browned in the Pan",47,10,10,1914,1917,0.15,15
399238,Mutton Broth with Barley,24,9,9,1913,1917,0.1,0.3
399260,"Half Milk, Half Cream",21,2,3,1914,1917,0.1,0.15
399270,Niagara or Concord Grapes,25,9,9,1912,1917,0.3,30
399288,Cream Sponge Cake,17,2,2,1914,1917,0.05,0.15
399295,"2 Eggs, Fried on Toast",22,2,2,1914,1917,0.15,0.2
399311,Rhode Island Clam Chowder,25,3,3,1914,1917,0.1,0.25
399317,Vegetable with Barley,21,2,2,1913,1917,10,10
399321,Roast Leg of Veal with Dressing,31,13,17,1913,1917,0.25,0.3
399339,Fruit or Cereal with Meat or Egg Orders,39,11,11,1913,1917,0.2,0.25
399369,"Half Duckling, Chantilly sauce",30,4,4,1915,1917,1.5,1.75
399372,Canape Fin de Siecle,20,3,3,1912,1917,0.4,0.6
399393,"Braised Beef, Bourgeoise",24,2,2,1914,1917,0.45,0.55
399394,"Lamb Chop, Cambon",17,4,4,1912,1917,0.5,0.55
399395,Parsnips saute,14,4,4,1912,1917,0.25,0.35
399401,Caramel Ice Cream,17,15,17,1912,1917,0.3,0.35
399404,"Stuffed Crab, Ravigotte",23,10,10,1915,1940,0.65,0.8
399405,"Half Squab Chicken, Mayonnaise",30,12,12,1912,1917,0.8,1.1
399428,Country sausages,16,20,20,1892,1918,0.35,0.6
399429,Deerfoot sausages,17,4,4,1912,1917,0.35,0.5
399447,Codfish in cream,16,3,3,1913,1917,0.35,0.5
399448,Chicken halibut,15,5,5,1912,1917,0.4,0.75
399450,Kippered herring,16,15,15,1900,1917,0.2,0.5
399452,Codfish cakes,13,10,10,1913,1917,0.35,0.5
399455,"Grape fruit, half",17,17,17,1912,1918,0.15,0.4
399456,Sliced fresh pineapple,22,13,13,1913,1918,0.1,0.2
399462,Assorted rolls,14,3,3,1915,1917,0.1,0.1
399463,Wheat griddle cakes with maple syrup,36,2,2,1881,1917,0.2,0.2
399480,"Potatoes, Allumette",19,14,14,1912,1917,0.2,0.4
399483,"Salmon, Hollandaise sauce",25,4,4,1912,1917,0.5,0.65
399487,"Plover saute, Lilly",19,18,18,1912,1917,1.25,125
399508,Army and Navy Rye,17,9,11,1914,1917,0.15,2.5
399509,"Smelts, Mariniere",17,10,10,1912,1917,0.4,0.75
399510,Cauliflower Salad,17,20,20,1912,1917,0.3,0.6
399511,"Mignardise, Moscovite",21,3,3,1914,1917,0.4,0.5
399512,Gordon Co.'s Dry Gin,20,3,3,1914,1917,0.15,2.5
399513,"Field, Son & Co., Sloe Gin",26,5,5,1914,1917,0.2,2.75
399538,Scrambled eggs with mushrooms,29,10,10,1912,1917,0.4,0.75
399549,Chicken fricassee with rice,27,4,4,1915,1917,0.55,0.6
399574,Half and half,13,9,9,1913,1918,0.15,0.3
399579,"Boiled leg of mutton, caper sauce, mashed turnips",49,4,4,1905,1917,0.25,0.55
399586,Cauliflower ,12,6,6,1914,1944,0.25,0.6
399626,Gruyere ,8,4,4,1915,1973,0.25,0.25
399632,Rice pudding ,13,2,2,1913,1917,0.05,0.2
399643,Fresh stewed fruit,18,7,7,1913,1917,0.35,0.4
399647,"Bluefish, Piquante sauce",24,30,30,1912,1917,0.4,0.75
399649,"Lamb Chop, Champvallon",22,4,4,1912,1917,0.45,0.55
399654,Graham rolls,12,8,8,1899,1917,0.1,0.1
399658,Princess Salad,14,9,9,1912,1933,0.4,0.6
399660,All kinds of Pies,17,4,4,1914,1917,0.05,0.05
399679,"Oysters, a la Louise",20,5,5,1912,1917,1,1.5
399686,"Apricot, Raspberry, Lemon, Orange or Pineapple Water Ice",56,6,6,1913,1917,0.3,0.3
399688,"Cold assorted meats, vegetable salad",36,2,2,1914,1917,0.8,1
399699,Fermillac,9,4,4,1914,1917,0.1,0.15
399701,"Walker-Gordon milk, 1/2 pint",28,3,3,1914,1917,0.1,0.1
399744,[Consomme] Julienne,19,13,13,1915,1917,0.25,0.45
399764,ginger ale,10,4,5,1913,1917,0.05,30
399775,Roast beef (cold) with potato salad,35,5,5,1915,1918,0.6,1.4
399788,Puree of Peas soup,18,10,10,1915,1917,0,0.3
399818,Cold smoked beef tongue,23,10,10,1914,1918,0.4,0.65
399848,"Terrine of Duckling, Marie Stuart",33,2,2,1913,1917,0.6,0.8
399854,Tongue [Sandwich],17,3,3,1913,1917,0.2,0.4
399855,Ham [Sandwich],14,3,3,1913,1917,0.15,0.35
399856,Roast Beef [Sandwich],21,2,2,1913,1917,0.2,0.45
399879,Sherbet Yvette,14,4,4,1913,1917,0.2,0.3
399886,McAlpin Rarebit,15,2,2,1913,1917,0.35,0.65
399944,My Lady Salad,13,2,2,1913,1917,0.35,0.4
399945,"Bread and Butter Pudding, cream sauce",37,2,2,1915,1917,0.25,0.25
399989,Cold boiled ham,15,7,7,1913,1917,0.1,0.5
399990,Cold roast lamb,15,11,11,1913,1917,0.4,1
399998,"Calf's head, Vinaigrette",24,7,7,1913,1917,0.45,0.75
400036,"Mutton chops, breaded, tomato sauce",35,7,7,1913,1917,0.4,0.75
400061,Cold consomme in cup,20,8,8,1914,1917,0.1,0.35
400067,"Clicquot, 1906, Dry",19,4,4,1915,1917,3,7.5
400077,Sautees potatoes,16,15,15,1914,1917,0.15,0.4
400092,"Roederer, Louis, 1906, Brut",27,4,5,1915,1917,2.75,7
400094,Cold smoked ham,15,2,2,1914,1917,0.5,0.65
400096,Cold roastbeef,14,3,3,1899,1917,0.75,0.9
400100,Hot cocoa,9,2,2,1915,1917,0.1,0.25
400201,Concord grapes,14,29,30,1894,1917,0.2,0.35
400202,California orange,17,23,23,1912,1917,0.1,0.2
400207,Rye bread,9,11,11,1900,1917,0.05,0.1
400214,"Clicquot, Sec",13,3,3,1914,1917,3,5.5
400219,Home made bread,15,6,6,1913,1917,0.05,0.1
400236,Tomato [soup] with rice,23,3,3,1914,1917,0.2,0.45
400288,Macon vieux,11,5,5,1913,1917,0.65,2
400292,Chablis vieux (white),21,3,4,1914,1917,1.6,3
400297,Dipped toast,12,13,13,1881,1917,0.1,0.25
400298,Rice cakes,10,13,13,1900,1920,0.2,0.35
400299,Corn cakes,10,9,9,1913,1920,0.2,0.35
400300,Toasted crumpets,16,5,5,1914,1917,0.2,0.2
400313,"Dry Monopole, 1906",18,4,4,1914,1917,3.25,6
400315,"Krug, private cuvee",19,3,3,1912,1918,2.25,6.5
400318,"Moet, white seal",16,2,2,1914,1917,3.25,6
400323,"Pommery, brut",13,4,5,1907,1917,3,5.5
400328,"Beadleston & Woerz, Imperial",28,4,5,1905,1917,0.15,0.25
400330,Pilsner,7,14,15,1907,1917,0.1,0.6
400331,Scotch ale,10,5,5,1913,1917,0.3,0.4
400333,Stout,5,6,6,1914,1917,0.2,0.4
400335,Half Duckling with Oranges,26,10,10,1912,1917,1.5,2
400337,Half Squab Chicken with Watercress,34,3,3,1913,1917,0.8,0.8
400339,Trout Saut_,11,5,5,1915,1917,0.55,0.7
400344,Chateau Couffran,16,3,3,1895,1917,1.1,2
400346,Chateau Lafite 1888,19,3,3,1914,1917,3,5.5
400347,"Haut Brion, B & G",17,3,3,1914,1917,3.25,6
400351,Chestnut Plombière,18,15,18,1912,1917,0.5,50
400353,Mac_doine of Fruit,18,9,10,1914,1917,0.75,100
400371,Pousse Caf_,11,6,7,1900,1917,0.25,0.35
400402,Cream of wheat,14,13,16,1912,1917,0.1,0.3
400413,Sauternes Premiere,18,4,4,1896,1917,0.9,1.75
400421,Smith Island,12,3,3,1914,1917,0.35,50
400422,Sea Tag,7,2,2,1915,1917,0.25,0.5
400428,Fresh Caviar de Beluga,22,4,4,1914,1917,1.25,1.75
400437,Mountain Brook Trout Meuniere,29,4,4,1914,1917,0.6,0.8
400446,Oyster Crabs a la Newburg,25,7,7,1912,1917,1,1.5
400458,Casserolette of Lobster a l'Americaine,38,4,4,1914,1917,0.65,0.8
400465,"Alligator Pear, half",20,4,4,1914,1917,0.35,0.75
400489,Salade Tropicale,16,5,5,1914,1917,0.5,0.5
400494,"Broiled Salt Mackerel, Drawn Butter",35,3,3,1914,1917,0.3,0.35
400497,LOBSTER SALAD,13,9,9,1885,1957,0.6,2.25
400499,Broiled or Fried Fresh Mackerel,31,5,7,1913,1917,0.25,0.35
400509,Grape nuts with cream,21,9,9,1912,1917,0.15,0.3
400510,Puffed rice with cream,22,4,4,1913,1917,0.25,0.25
400511,"Codfish cakes, tomato sauce",27,11,11,1913,1917,0.1,0.45
400514,Ham or bacon with (one) fried egg,33,3,3,1915,1917,0.3,0.6
400550,Plombiere aux Marrons,21,5,5,1901,1917,0.4,0.5
400573,Cold Essence of Tomato in Cup,29,3,3,1914,1917,0.3,0.4
400578,Oysters: Bluepoints ,20,3,3,1913,1917,0.3,0.3
400579,CLAMS: Little Necks,19,2,2,1915,1917,0.3,0.3
400588,Broiled Ham ,12,3,3,1910,1917,0.4,0.65
400590,Chicken Liver Saute,19,2,2,1914,1917,0.35,0.6
400595,Corned Beef Pressed,19,16,16,1913,1917,0.3,60
400596,"Salmon, Gribiche sauce",22,8,8,1913,1917,0.5,0.65
400599,Wanamaker Frozen Custard,24,2,2,1914,1917,0.2,0.3
400603,Pot of Cocoa,12,14,14,1913,1957,0.15,0.3
400610,Hotel Club Sandwich,19,2,2,1914,1917,0.4,0.5
400619,Tomato Mayonnaise Sandwich,26,2,2,1914,1917,0.25,0.4
400625,"Chicken Salad, Small",20,2,2,1914,1917,0.15,0.6
400629,Gruyère Cheese,14,7,13,1914,1970,0.2,0.95
400641,Sweetbread a la Lieb,20,17,19,1912,1917,0.85,1.1
400643,Boneless Squab saute,20,9,9,1914,1917,1.25,1.5
400647,Preserved skinless figs,23,17,17,1912,1917,0.3,0.3
400675,"Fried Smelts, Figaro sauce",26,3,3,1914,1917,0.4,0.75
400679,Squab en Compote,16,6,6,1914,1917,1.25,1.5
400684,Toasted Muffins,15,6,6,1914,1917,0.1,0.2
400685,Chicken Gumbo in Cup,20,2,2,1914,1917,0.25,0.3
400687,Virginia Ham Sandwich,21,31,34,1912,1987,0.2,3.65
400702,Nesselrode Pudding Glace,24,5,5,1914,1917,0.35,0.35
400704,Peach Calve,11,2,2,1914,1917,0.5,0.5
400709,Assorted French Pastry (1),26,5,5,1914,1918,0.1,0.15
400713,"Petit-Fours, Assorted",21,2,2,1914,1917,0.2,0.25
400718,"Syphons of Vichy, Seltzer or Carbonic",37,3,3,1914,1917,0.15,0.2
400721,"Domestic Ginger Ale, Delatour",29,4,4,1914,1917,0.15,0.15
400722,"Domestic Club Soda, Delatour",28,3,3,1914,1917,0.15,0.15
400724,"Domestic Sarsaparilla, Delatour",31,3,3,1914,1917,0.15,0.15
400727,Grenadine and Seltzer,21,4,4,1914,1917,0.2,0.25
400737,Chicken fricassee with boiled rice,34,3,3,1914,1917,0.35,0.6
400743,Gruyère,7,40,43,1882,1969,0,30
400750,"Baked Beans, N.Y. or Boston Style, with Pork",44,2,2,1914,1917,0.15,0.15
400753,Canap_ of Sardines,18,10,10,1913,1917,0.3,50
400759,Pur_e of Peas,13,5,5,1914,1917,0.25,35
400767,"Whitefish, Bernaise sauce",25,3,3,1914,1917,0.45,0.65
400768,Egg in Jelly,12,19,19,1912,1917,0.3,40
400769,"Turkey, Cranberry sauce",23,10,10,1912,1917,0.65,0.85
400770,"Stuffed Crab, Printanier",24,7,7,1912,1917,0.65,0.65
400776,Clam Broth with Whipped Cream,29,3,3,1912,1917,0.25,0.3
400803,Mackeral in Oil,15,3,3,1915,1917,0.45,0.5
400809,"Weakfish, Maitre d'Hotel",24,2,2,1915,1917,0.35,0.55
400810,Lamb Stew with Vegetables,25,26,26,1913,1917,0.15,60
400812,"Oysters, Ravigotte",18,2,2,1912,1917,0.65,0.9
400816,Brussels Sprouts saute,22,2,2,1912,1917,0.35,0.6
400826,Concord or Niagara Grapes,25,5,5,1912,1917,0.3,35
400832,"Egg, Alliance",13,10,10,1912,1917,0.3,40
400833,"Fresh Mackerel, Dieppoise",25,9,9,1912,1917,0.75,0.8
400834,Celery Knobs Salad,18,2,2,1912,1917,0.3,0.5
400863,Plain omelet,12,28,28,1894,1918,0.15,80
400874,Rolls ,6,6,6,1900,1926,0.05,0.15
400876,Cold Boned capon,16,4,4,1905,1917,0.75,1
400891,Roast Prime ribs of beef au jus,31,3,3,1900,1917,0.5,0.6
400911,Potatoes gratin,15,6,6,1915,1918,0.25,0.35
400929,Cazanove 1904,13,3,3,1914,1917,3,5.5
400931,Tomato with rice soup,21,15,15,1914,1917,0.15,0.45
400934,Puree of peas,13,9,9,1913,1918,0.15,0.45
400947,Orange marmelade,16,6,6,1901,1917,0.2,0.3
400952,WÌ_rzburger,11,2,2,1913,1917,0.1,0.35
400961,St. Estèphe,11,3,3,1900,1917,0.9,2.25
400963,Ch‰teau Couffran,16,2,2,1915,1917,1.1,2
400976,Ch‰teau Carbonnieux,19,2,2,1915,1917,0.9,3
400981,Buckwheat Griddle Cakes with Syrup,34,2,2,1916,1917,0.1,0.1
401004,"Fried Scollops, Tartar Sauce",28,2,3,1914,1917,0.6,0.65
401012,Braised Celery au Jus,21,4,4,1914,1917,0.25,0.3
401028,Sliced boiled ham,17,4,4,1913,1917,0.15,50
401054,Mutton chops,12,30,30,1901,1925,0.2,0.75
401064,Smith's Island oysters,22,15,15,1912,1917,0.35,0.6
401147,Hot chicken broth,17,3,3,1915,1917,0.2,0.35
401150,Hot clam broth,14,4,4,1913,1917,0.2,0.3
401188,"Fried Scallops and Bacon, Sauce Tartare",39,4,4,1914,1917,0.5,0.75
401228,Coffee and Milk,15,4,4,1914,1917,0.15,0.15
401229,Tea (All Kinds),15,4,4,1914,1917,0.15,0.15
401236,Tea and Cream,13,4,4,1914,1917,0.2,0.2
401239,"Bar-le-Duc Jelly, Red or White",30,2,2,1914,1917,0.2,0.2
401240,"Zoolak, Split",13,4,4,1914,1917,0.2,0.2
401243,English Mutton Chop (1),23,4,4,1914,1917,0.7,0.75
401266,Oysters Broiled on Toast,24,5,5,1913,1917,0.3,0.6
401294,Crab Meat Dewey,15,7,7,1912,1958,0.7,5.6
401297,Stuffed Deviled Lobster,23,5,7,1914,1917,0.4,0.5
401298,Deviled Crab (1),16,5,5,1914,1917,0.5,0.55
401299,Broiled Soft Clams Baltimore,28,4,4,1914,1917,0.4,0.45
401302,Potatoes boiled,15,2,2,1901,1917,0.15,0.15
401306,Potatoes french fried,21,2,2,1913,1917,0.15,0.2
401310,Potatoes Soufflees,18,9,9,1914,1917,0.25,0.5
401331,"Cocoa, pot (2 portions) ",24,3,3,1915,1917,0.25,0.25
401339,"Bread pudding, brandy sauce",27,4,4,1913,1917,0.1,0.2
401375,pineapple pie,13,3,4,1913,1917,0.05,0.5
401376,peach pie,9,8,8,1913,1917,0.05,0.35
401431,Bacon Omelet,12,3,3,1914,1917,0.3,0.4
401436,Fish Cake Sandwich,18,5,7,1913,1917,0.05,0.5
401441,raisin cake,11,8,8,1913,1918,0.05,0.15
401467,Pan roast clams,15,2,2,1914,1917,0.5,0.5
401493,English Dairy Cheese,20,9,9,1913,1917,0.2,0.3
401498,Niagara grapes,14,19,20,1894,1917,0.2,0.35
401503,Boiled samp,11,10,10,1914,1917,0.15,0.5
401525,Lobster patties a la Newburg,28,3,3,1913,1917,0.45,0.6
401547,Cherry stone clams,18,4,4,1913,1917,0.25,0.4
401560,"Grapefruit, Maraschino",22,5,5,1914,1917,0.9,0.9
401561,Croute au pot soup,18,4,4,1914,1917,0.25,0.4
401566,Sauce hollandaise,17,3,3,1883,1917,0.5,0.5
401600,Potato Souffl_,14,2,2,1914,1917,0.35,0.4
401604,American ice cream,18,11,11,1914,1917,0.1,0.3
401606,Saut_ Potatoes,14,8,8,1896,1943,0.1,0.35
401705,Forbidden Fruit Liqueur,23,2,2,1914,1917,0.3,0.3
401867,"Fried soft shell crabs on toast, tartar sauce",45,6,7,1913,1917,0.5,0.7
401878,Otard Dupuy*** brandy,21,7,7,1914,1917,0.2,3
401881,tomato with rice,16,4,4,1914,1917,0.15,0.45
401897,"Pig's knuckle, sauerkraut and mashed potatoes",45,3,3,1914,1917,0.55,0.7
401942,"Cold milk, per glass",20,2,2,1913,1917,0.1,0.1
401943,"Cold cream, per glass",21,2,2,1913,1917,0.25,0.35
401944,Cream buttermilk,16,2,2,1913,1917,0.1,0.1
401945,Boiled milk,11,2,2,1913,1917,0.1,0.1
401947,Sliced bananas with orange,26,2,2,1913,1917,0.2,0.2
401948,Maple syrup,11,2,2,1892,1917,0.1,0.1
401949,"Rice and cream, hot or cold",27,2,2,1913,1917,0.2,0.25
401950,Corn flakes and cream,21,2,2,1913,1917,0.2,0.2
401951,Shredded whole wheat and cream,30,2,2,1913,1917,0.2,0.2
401952,Force and cream,15,3,3,1913,1917,0.1,0.2
401953,Graham bread toast,18,2,2,1913,1917,0.15,0.15
401954,Vienna zwieback (rusk),22,2,2,1913,1917,0.05,0.1
401955,eggs au beurre noir,19,3,3,1913,1917,0.3,0.5
401961,Scrambled eggs with calf's brains,33,4,4,1915,1917,0.4,0.6
401967,Bacon and eggs ,15,2,2,1913,1917,0.5,0.6
401979,Omelet au rhum,14,7,7,1913,1917,0.5,0.75
401990,Pork chops,10,21,21,1908,1917,0.25,0.6
401997,Lamb hash,9,10,10,1900,1917,0.35,0.85
401999,"Calf's liver, broiled or fried",30,8,8,1913,1917,0.4,0.6
402009,"Roast stuffed Vermont turkey, cranberry sauce",45,3,3,1914,1917,0.45,0.45
402037,Brussels Sprouts Salad,22,13,13,1912,1917,0.35,0.6
402080,Apple Meringue Pie,18,2,2,1912,1917,0.2,0.25
402082,"Rice pudding, hot or cold",25,2,2,1914,1917,0.1,0.25
402084,"Mayonnaise, Extra",17,6,6,1913,1917,0.05,0.1
402090,"Apple dumpling, hard and brandy sauce",37,4,4,1914,1917,0.3,0.3
402101,California punch,16,2,2,1913,1917,0.3,0.3
402115,"Pudding, Victoria",17,2,2,1915,1917,0.3,0.3
402121,Strawberry Mousse,17,14,14,1912,1917,0.3,0.4
402172,chocolate layer cake,20,7,7,1913,1917,0.05,0.2
402175,Home-made pumpkin pie,21,4,4,1913,1917,0.05,0.15
402177,Paprika Chicken,15,2,2,1914,1917,0.9,2
402196,Royal Squab en Casserole,24,3,3,1913,1917,1.25,1.6
402216,fried onions,12,3,3,1913,1917,0.1,0.3
402218,Mushroom sauce,14,11,11,1907,1924,0.25,0.3
402220,Bearnaise sauce,15,2,2,1914,1917,0.25,0.3
402240,macaroni au gratin,18,7,7,1913,1918,0.15,0.5
402267,mixed ice cream,15,7,7,1912,1933,0.25,0.45
402287,Sautee,6,3,3,1913,1917,0.2,20
402293,milanaise,9,2,2,1914,1917,0.3,0.7
402314,CHOCOLATE,9,7,7,1901,1917,0,0.25
402329,"Preserved figs, with cream",26,3,3,1900,1917,0.2,0.4
402356,Finnan haddie,13,28,29,1912,1917,0.35,50
402387,Onion Soup Gratinee,19,3,3,1914,1917,0.35,0.35
402406,Steak Saute Minute,18,3,3,1914,1917,0.8,0.9
402409,New Beets Sautes in Butter,26,4,4,1914,1917,0.25,0.25
402410,Stuffed Green Pepper (1),24,4,4,1914,1917,0.25,0.25
402451,Gemischter Salat,16,11,12,1906,1959,0,0
402538,Shrimps Havanaise,17,2,2,1914,1917,0.5,0.5
402543,"Petits-Fours, Assorted",22,4,4,1914,1917,0.2,0.25
402556,Punch or Sherbet,16,2,2,1914,1917,0.3,0.3
402570,KraftbrÌ_he mit Einlage,23,7,7,1905,1955,0,0.4
402658,Deep Spring Tennessee,21,8,8,1914,1917,0.15,3
402755,Virgina Ham,11,2,2,1914,1917,0.5,0.9
402796,Broiled Kennebec Salmon Maitre d'Hotel,38,2,2,1914,1917,0.2,0.2
402904,TURNIPS,7,2,2,1913,1917,0.05,0.05
402951,Parsley omelette,16,8,8,1913,1917,0.2,45
402955,Hot turkey,10,2,2,1914,1917,0.4,45
402964,Chocolate ,10,9,9,1905,1943,0.1,25
402968,Riverside Cocktail,18,50,86,1914,1917,0.75,0.75
402969,Sorrel sante with Croutons,26,2,2,1914,1917,0.25,0.4
402972,"Striped Bass, Lobster sauce",27,8,8,1912,1917,0.5,0.9
402973,"Whitefish, Magenta sauce",24,4,4,1912,1917,0.4,0.65
402981,Coupe Helvira,13,2,2,1915,1917,0.6,0.6
402995,Grape Fruit Whole,17,2,2,1912,1917,0.2,0.25
403041,MASHED TURNIPS,14,5,5,1905,1917,0,0.05
403050,CUP CUSTARD,11,3,3,1915,1921,0,0.1
403075,CREAMED CHICKEN ON TOAST,24,2,2,1914,1917,0.35,0.35
403093,Extra Sirloin with Onions,25,5,5,1913,1917,1.45,2.5
403101,Puree of Peas with Croutons,27,6,6,1913,1917,0.25,0.35
403103,"Egg, Dietrick",13,3,3,1914,1917,0.3,0.4
403118,"Boneless Squab, Bellevue",24,1,1,1915,1917,1.25,1.5
403156,"CORNED BEEF HASH, BROWNED",25,4,4,1915,1917,0.2,0.2
403161,"Baked Weakfish, Italienne",25,2,2,1914,1917,0.35,0.45
403179,KraftbrÌ_he mit Ei,18,8,8,1912,1974,0,0
403218,FRESH MUSHROOMS,15,2,2,1900,1931,,
403225,Porterhouse Bordelaise,22,2,2,1914,1917,2,3
403226,Porterhouse Bearnaise,21,2,2,1914,1917,2,3
403238,chicken sandwich,16,14,14,1913,1967,0.15,0.3
403239,corned beef sandwich,20,8,8,1913,1917,0.05,0.25
403255,"Spring chicken, broiled",23,7,7,1914,1917,0.65,2
403266,Small sirloin steak Tomato sauce,32,2,2,1914,1917,0.95,1.2
403267,Small sirloin steak Onions,26,2,2,1914,1917,1,1.25
403274,Blueberry pie,13,5,5,1901,1917,0.25,0.25
403278,Plum tart,9,2,2,1913,1917,0.15,0.15
403308,COCKTAIL,8,7,7,1912,1917,0.2,0.2
403333,Volaille Salad,14,2,2,1914,1917,0.65,1.5
403364,"Fried green smelts, sauce tartare",33,2,2,1914,1917,0.35,0.35
403404,"Lobster, Newburg in chafing dish",32,3,3,1905,1917,1.25,1.5
403406,"Steamed corned beef hash, green peppers",39,4,4,1913,1917,0.15,0.5
403448,"Caulifower, Hollandaise",23,1,1,1914,1917,0.3,0.3
403517,Cream with Fruit,16,11,11,1914,1917,0.05,0.05
403532,CHARTREUSE,10,2,2,1889,1990,,
403543,Cream of Barley Soup,20,3,3,1912,1917,0.25,0.3
403613,pommes frites,13,4,5,1912,1957,0,0
403643,Pork chop,9,7,7,1913,1917,0.35,0.7
403646,Minced chicken,14,4,4,1912,1917,0.9,0.9
403648,Bluepoint,9,1,1,1913,1917,0.3,0.3
403650,Fricassee,9,3,5,1913,1917,0.6,40
403682,Green pepper cocktail,21,3,3,1912,1917,0.1,0.5
403691,FISH,4,4,4,1913,1917,,
403693,POTATOES,8,3,3,1906,1917,,
403695,Hashed in cream,15,3,4,1915,1917,0.2,30
403709,English muffins toasted,23,2,2,1913,1917,0.1,0.2
403715,Virginia Corn Meal Griddle Cakes with Syrup,43,18,18,1914,1917,0.1,0.1
403716,"Hamburger Roast, Spaghetti",26,2,2,1915,1917,0.15,0.15
403722,Iced Tea or Coffee with Cream,29,2,2,1913,1917,0.15,0.15
